CustomerID,Snapshot_Date,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,predicted_clv_12m,CLV_Quartile
13324,2011-03-31,58,2,1110.6,2,4,5,245,At Risk (High Value),Cluster 0,5096.032860310748,Q4 (High)
16705,2011-03-31,57,3,3620.83,2,5,5,255,At Risk (High Value),Cluster 0,10197.61545355856,Q4 (High)
13629,2011-03-31,56,2,1425.0,2,4,5,245,At Risk (High Value),Cluster 0,6066.414261059311,Q4 (High)
16210,2011-03-31,55,5,8866.94,2,5,5,255,At Risk (High Value),Cluster 2,14165.940546105814,Q4 (High)
13137,2011-03-31,54,1,206.63,2,2,2,222,Lost,Cluster 1,3291.7527102364747,Q4 (High)
16938,2011-03-31,54,1,267.6,2,2,2,222,Lost,Cluster 1,2360.6266582824474,Q4 (High)
14842,2011-03-31,54,1,310.0,2,2,2,222,Lost,Cluster 1,2416.8179566881336,Q4 (High)
15808,2011-03-31,52,4,3651.27,2,5,5,255,At Risk (High Value),Cluster 0,2096.5140178164293,Q4 (High)
16686,2011-03-31,51,2,687.91,2,4,4,244,At Risk (High Value),Cluster 0,2315.764930896313,Q4 (High)
16255,2011-03-31,51,3,893.21,2,5,4,254,At Risk (High Value),Cluster 0,2012.654100783712,Q4 (High)
14415,2011-03-31,50,3,1581.56,2,5,5,255,At Risk (High Value),Cluster 0,4172.492981459976,Q4 (High)
13590,2011-03-31,49,1,309.06,2,2,2,222,Lost,Cluster 1,1823.8488101207852,Q4 (High)
16143,2011-03-31,49,3,1212.85,2,5,5,255,At Risk (High Value),Cluster 0,1834.129677631336,Q4 (High)
15114,2011-03-31,47,1,259.05,2,2,2,222,Lost,Cluster 1,2606.5337447071865,Q4 (High)
17924,2011-03-31,47,2,502.2,2,4,3,243,At Risk (High Value),Cluster 0,2223.6870423111486,Q4 (High)
16928,2011-03-31,47,3,330.0,2,4,3,243,At Risk (High Value),Cluster 0,2346.064268415358,Q4 (High)
17809,2011-03-31,47,4,1861.7,2,5,5,255,At Risk (High Value),Cluster 0,4284.6681472013925,Q4 (High)
17850,2011-04-30,148,34,5391.21,1,5,5,155,At Risk (High Value),Cluster 2,2667.600054127935,Q4 (High)
14866,2011-04-30,142,1,103.68,1,1,1,111,Lost,Cluster 1,10940.915571866166,Q4 (High)
16717,2011-04-30,142,1,307.25,1,2,2,122,Lost,Cluster 1,2905.847896850874,Q4 (High)
13448,2011-04-30,140,3,829.54,1,4,4,144,At Risk (High Value),Cluster 0,2509.2120778318704,Q4 (High)
14907,2011-04-30,136,3,960.69,1,4,4,144,At Risk (High Value),Cluster 0,2429.1195789380554,Q4 (High)
13756,2011-04-30,134,3,1004.4,1,5,4,154,At Risk (High Value),Cluster 0,3836.6285417276417,Q4 (High)
14221,2011-04-30,115,1,312.95,1,2,2,122,Lost,Cluster 1,2803.7716060206026,Q4 (High)
18097,2011-04-30,115,2,657.18,1,4,4,144,At Risk (High Value),Cluster 0,2174.1769888303743,Q4 (High)
14739,2011-04-30,114,2,943.44,1,4,4,144,At Risk (High Value),Cluster 0,2675.1917377219847,Q4 (High)
13680,2011-04-30,113,2,2391.59,1,4,5,145,At Risk (High Value),Cluster 0,2482.160554617943,Q4 (High)
16549,2011-04-30,110,1,119.49,1,1,1,111,Lost,Cluster 1,3491.3387765855887,Q4 (High)
17739,2011-04-30,109,2,682.59,1,4,4,144,At Risk (High Value),Cluster 0,2158.5924895103944,Q4 (High)
14175,2011-04-30,105,1,322.58,1,2,2,122,Lost,Cluster 1,2497.0299589952774,Q4 (High)
13527,2011-04-30,102,1,110.45,1,1,1,111,Lost,Cluster 1,2082.5705509365444,Q4 (High)
14135,2011-04-30,102,7,1811.91,1,5,5,155,At Risk (High Value),Cluster 0,3477.1923855541886,Q4 (High)
14307,2011-04-30,100,2,1270.56,1,4,5,145,At Risk (High Value),Cluster 0,1891.7270198579831,Q4 (High)
14299,2011-04-30,94,4,1565.94,2,5,5,255,At Risk (High Value),Cluster 0,2980.4140753727434,Q4 (High)
17213,2011-04-30,92,3,936.95,2,4,4,244,At Risk (High Value),Cluster 0,2134.3966407586167,Q4 (High)
15365,2011-04-30,91,1,208.61,2,2,2,222,Lost,Cluster 1,2049.915324971316,Q4 (High)
14401,2011-04-30,91,2,552.12,2,4,3,243,At Risk (High Value),Cluster 0,3268.9001644842942,Q4 (High)
15527,2011-04-30,91,2,580.3,2,4,4,244,At Risk (High Value),Cluster 0,2035.697588202324,Q4 (High)
16326,2011-04-30,89,2,425.18,2,4,3,243,At Risk (High Value),Cluster 1,2637.4236103163244,Q4 (High)
18245,2011-04-30,88,2,804.91,2,4,4,244,At Risk (High Value),Cluster 0,1965.4237450231485,Q4 (High)
16210,2011-04-30,85,5,8866.94,2,5,5,255,At Risk (High Value),Cluster 0,14165.940546105814,Q4 (High)
16938,2011-04-30,84,1,267.6,2,2,2,222,Lost,Cluster 1,2360.6266582824474,Q4 (High)
14842,2011-04-30,84,1,310.0,2,2,2,222,Lost,Cluster 1,2416.8179566881336,Q4 (High)
15808,2011-04-30,82,4,3651.27,2,5,5,255,At Risk (High Value),Cluster 0,2096.5140178164293,Q4 (High)
16143,2011-04-30,79,3,1212.85,2,5,5,255,At Risk (High Value),Cluster 0,1834.129677631336,Q4 (High)
15796,2011-04-30,78,1,343.92,2,2,3,223,Lost,Cluster 1,2455.416970796446,Q4 (High)
17924,2011-04-30,77,2,502.2,2,4,3,243,At Risk (High Value),Cluster 0,2223.6870423111486,Q4 (High)
17659,2011-04-30,74,3,474.95,2,4,3,243,At Risk (High Value),Cluster 0,2387.988415618861,Q4 (High)
17612,2011-04-30,73,1,305.46,2,2,2,222,Lost,Cluster 1,1912.7064999698596,Q4 (High)
15370,2011-04-30,73,2,754.22,2,4,4,244,At Risk (High Value),Cluster 0,2126.6289955432476,Q4 (High)
13941,2011-04-30,73,2,2118.96,2,4,5,245,At Risk (High Value),Cluster 0,3166.447505653627,Q4 (High)
17422,2011-04-30,72,1,321.25,2,2,2,222,Lost,Cluster 1,1845.954696561321,Q4 (High)
14944,2011-04-30,72,2,754.29,2,4,4,244,At Risk (High Value),Cluster 0,4893.8121628687695,Q4 (High)
14639,2011-04-30,67,2,1235.13,2,4,5,245,At Risk (High Value),Cluster 0,1973.5628445487107,Q4 (High)
18055,2011-04-30,67,5,2394.03,2,5,5,255,At Risk (High Value),Cluster 0,5026.647903654261,Q4 (High)
15722,2011-04-30,66,1,324.05,2,2,3,223,Lost,Cluster 1,2007.2916041198057,Q4 (High)
16912,2011-04-30,66,3,737.84,2,4,4,244,At Risk (High Value),Cluster 0,2135.7416391902507,Q4 (High)
17706,2011-04-30,65,4,888.85,2,5,4,254,At Risk (High Value),Cluster 0,7859.7390043839005,Q4 (High)
13851,2011-04-30,64,1,246.32,2,2,2,222,Lost,Cluster 1,2375.4517819635194,Q4 (High)
18065,2011-04-30,64,3,750.05,2,4,4,244,At Risk (High Value),Cluster 0,1839.7176047728892,Q4 (High)
16841,2011-04-30,63,1,317.38,2,2,2,222,Lost,Cluster 1,1798.7946067057444,Q4 (High)
15845,2011-04-30,63,2,1232.58,2,4,5,245,At Risk (High Value),Cluster 0,3066.285224125248,Q4 (High)
12839,2011-04-30,63,3,1089.01,2,5,5,255,At Risk (High Value),Cluster 0,4254.284000701022,Q4 (High)
15544,2011-04-30,63,3,1199.12,2,5,5,255,At Risk (High Value),Cluster 0,2682.2631592782313,Q4 (High)
15093,2011-04-30,63,3,2603.21,2,5,5,255,At Risk (High Value),Cluster 0,3178.2434569823554,Q4 (High)
14952,2011-04-30,61,3,2183.83,2,5,5,255,At Risk (High Value),Cluster 0,5827.820609360714,Q4 (High)
15708,2011-04-30,61,4,1513.36,2,5,5,255,At Risk (High Value),Cluster 0,2466.162965142657,Q4 (High)
14732,2011-04-30,59,2,673.98,2,4,4,244,At Risk (High Value),Cluster 0,2339.4874365896226,Q4 (High)
15750,2011-04-30,59,3,610.92,2,4,4,244,At Risk (High Value),Cluster 0,1903.7902640775264,Q4 (High)
12747,2011-04-30,59,4,1320.09,2,5,5,255,At Risk (High Value),Cluster 0,3200.8803485708895,Q4 (High)
12913,2011-04-30,58,3,866.39,2,4,4,244,At Risk (High Value),Cluster 0,1811.132508936293,Q4 (High)
12980,2011-04-30,58,5,3673.74,2,5,5,255,At Risk (High Value),Cluster 0,5143.554794402619,Q4 (High)
14388,2011-04-30,57,2,714.25,2,4,4,244,At Risk (High Value),Cluster 0,2455.2360679694366,Q4 (High)
13784,2011-04-30,57,4,426.39,2,5,3,253,At Risk (High Value),Cluster 0,2292.2987698351226,Q4 (High)
14702,2011-04-30,57,6,1185.7,2,5,5,255,At Risk (High Value),Cluster 0,2594.999117724135,Q4 (High)
17850,2011-05-31,179,34,5391.21,1,5,5,155,At Risk (High Value),Cluster 2,2667.600054127935,Q4 (High)
17396,2011-05-31,178,1,397.5,1,2,3,123,Lost,Cluster 1,5108.826696407729,Q4 (High)
14866,2011-05-31,173,1,103.68,1,1,1,111,Lost,Cluster 1,10940.915571866166,Q4 (High)
16717,2011-05-31,173,1,307.25,1,2,2,122,Lost,Cluster 1,2905.847896850874,Q4 (High)
14907,2011-05-31,167,3,960.69,1,4,4,144,At Risk (High Value),Cluster 0,2429.1195789380554,Q4 (High)
13680,2011-05-31,144,2,2391.59,1,4,5,145,At Risk (High Value),Cluster 0,2482.160554617943,Q4 (High)
16549,2011-05-31,141,1,119.49,1,1,1,111,Lost,Cluster 1,3491.3387765855887,Q4 (High)
14175,2011-05-31,136,1,322.58,1,2,2,122,Lost,Cluster 1,2497.0299589952774,Q4 (High)
14299,2011-05-31,125,4,1565.94,1,5,5,155,At Risk (High Value),Cluster 0,2980.4140753727434,Q4 (High)
17213,2011-05-31,123,3,936.95,1,4,4,144,At Risk (High Value),Cluster 0,2134.3966407586167,Q4 (High)
15365,2011-05-31,122,1,208.61,1,2,2,122,Lost,Cluster 1,2049.915324971316,Q4 (High)
16938,2011-05-31,115,1,267.6,1,2,2,122,Lost,Cluster 1,2360.6266582824474,Q4 (High)
14842,2011-05-31,115,1,310.0,1,2,2,122,Lost,Cluster 1,2416.8179566881336,Q4 (High)
15808,2011-05-31,113,4,3651.27,1,5,5,155,At Risk (High Value),Cluster 0,2096.5140178164293,Q4 (High)
13941,2011-05-31,104,2,2118.96,2,4,5,245,At Risk (High Value),Cluster 0,3166.447505653627,Q4 (High)
14639,2011-05-31,98,2,1235.13,2,4,5,245,At Risk (High Value),Cluster 0,1973.5628445487107,Q4 (High)
15722,2011-05-31,97,1,324.05,2,2,2,222,Lost,Cluster 1,2007.2916041198057,Q4 (High)
17706,2011-05-31,96,4,888.85,2,5,4,254,At Risk (High Value),Cluster 0,7859.7390043839005,Q4 (High)
13851,2011-05-31,95,1,246.32,2,2,2,222,Lost,Cluster 1,2375.4517819635194,Q4 (High)
15750,2011-05-31,90,3,610.92,2,4,4,244,At Risk (High Value),Cluster 0,1903.7902640775264,Q4 (High)
12913,2011-05-31,89,3,866.39,2,4,4,244,At Risk (High Value),Cluster 0,1811.132508936293,Q4 (High)
14702,2011-05-31,88,6,1185.7,2,5,4,254,At Risk (High Value),Cluster 0,2594.999117724135,Q4 (High)
17769,2011-05-31,85,2,876.76,2,4,4,244,At Risk (High Value),Cluster 0,3381.281809484287,Q4 (High)
17092,2011-05-31,84,1,134.9,2,1,1,211,Lost,Cluster 1,1864.606178030882,Q4 (High)
17696,2011-05-31,84,3,493.84,2,4,3,243,At Risk (High Value),Cluster 0,1902.77894513578,Q4 (High)
16426,2011-05-31,83,1,328.37,2,2,2,222,Lost,Cluster 1,1859.20718356188,Q4 (High)
14426,2011-05-31,83,3,1495.58,2,4,5,245,At Risk (High Value),Cluster 0,3552.6193312898813,Q4 (High)
16771,2011-05-31,82,3,1639.75,2,4,5,245,At Risk (High Value),Cluster 0,1843.3109810371616,Q4 (High)
15502,2011-05-31,82,4,2640.46,2,5,5,255,At Risk (High Value),Cluster 0,4835.351410558498,Q4 (High)
13093,2011-05-31,82,8,7832.47,2,5,5,255,At Risk (High Value),Cluster 2,4078.758010080379,Q4 (High)
14841,2011-05-31,81,3,1781.85,2,4,5,245,At Risk (High Value),Cluster 0,2491.8347973648147,Q4 (High)
14329,2011-05-31,80,2,2125.6,2,4,5,245,At Risk (High Value),Cluster 0,3090.039392040948,Q4 (High)
12939,2011-05-31,80,3,7228.32,2,5,5,255,At Risk (High Value),Cluster 0,7896.107380983205,Q4 (High)
15687,2011-05-31,75,4,1402.45,2,5,5,255,At Risk (High Value),Cluster 0,2504.4195970278543,Q4 (High)
18210,2011-05-31,74,1,142.4,2,1,1,211,Lost,Cluster 1,2772.2882844019687,Q4 (High)
14422,2011-05-31,74,1,401.31,2,2,3,223,Lost,Cluster 1,4065.282102701363,Q4 (High)
15861,2011-05-31,74,2,716.24,2,4,4,244,At Risk (High Value),Cluster 0,2726.8692671259264,Q4 (High)
17043,2011-05-31,73,1,174.6,2,1,1,211,Lost,Cluster 1,1854.8769088900403,Q4 (High)
17685,2011-05-31,73,5,1512.72,2,5,5,255,At Risk (High Value),Cluster 0,2295.640206683189,Q4 (High)
14530,2011-05-31,69,2,1083.11,2,4,4,244,At Risk (High Value),Cluster 0,2311.3643315770264,Q4 (High)
15998,2011-05-31,69,2,1775.42,2,4,5,245,At Risk (High Value),Cluster 0,1944.293696861148,Q4 (High)
13869,2011-05-31,69,3,1573.16,2,4,5,245,At Risk (High Value),Cluster 0,2311.635313881781,Q4 (High)
15298,2011-05-31,69,4,1238.44,2,5,5,255,At Risk (High Value),Cluster 0,3643.855951495907,Q4 (High)
16191,2011-05-31,69,8,2615.68,2,5,5,255,At Risk (High Value),Cluster 2,3794.297390159486,Q4 (High)
17858,2011-05-31,68,6,2604.8,2,5,5,255,At Risk (High Value),Cluster 0,4002.946497521368,Q4 (High)
17491,2011-05-31,67,3,1189.86,2,4,4,244,At Risk (High Value),Cluster 0,2754.6576034378245,Q4 (High)
16265,2011-05-31,67,5,2875.14,2,5,5,255,At Risk (High Value),Cluster 0,3760.0392260833737,Q4 (High)
13327,2011-05-31,66,4,1421.95,2,5,5,255,At Risk (High Value),Cluster 0,2463.1731309140364,Q4 (High)
17937,2011-05-31,64,4,3327.48,2,5,5,255,At Risk (High Value),Cluster 0,2499.3763891151784,Q4 (High)
17850,2011-06-30,209,34,5391.21,1,5,5,155,At Risk (High Value),Cluster 2,2667.600054127935,Q4 (High)
17396,2011-06-30,208,1,397.5,1,2,3,123,Lost,Cluster 1,5108.826696407729,Q4 (High)
14866,2011-06-30,203,1,103.68,1,1,1,111,Lost,Cluster 1,10940.915571866166,Q4 (High)
14907,2011-06-30,197,3,960.69,1,4,4,144,At Risk (High Value),Cluster 0,2429.1195789380554,Q4 (High)
13680,2011-06-30,174,2,2391.59,1,4,5,145,At Risk (High Value),Cluster 0,2482.160554617943,Q4 (High)
16549,2011-06-30,171,1,119.49,1,1,1,111,Lost,Cluster 1,3491.3387765855887,Q4 (High)
15443,2011-06-30,157,1,437.71,1,2,3,123,Lost,Cluster 1,2661.1790120293585,Q4 (High)
14299,2011-06-30,155,4,1565.94,1,5,5,155,At Risk (High Value),Cluster 0,2980.4140753727434,Q4 (High)
17213,2011-06-30,153,3,936.95,1,4,4,144,At Risk (High Value),Cluster 0,2134.3966407586167,Q4 (High)
15365,2011-06-30,152,1,208.61,1,1,2,112,Lost,Cluster 1,2049.915324971316,Q4 (High)
15808,2011-06-30,143,4,3651.27,1,5,5,155,At Risk (High Value),Cluster 0,2096.5140178164293,Q4 (High)
14639,2011-06-30,128,2,1235.13,1,4,4,144,At Risk (High Value),Cluster 0,1973.5628445487107,Q4 (High)
13851,2011-06-30,125,1,246.32,1,2,2,122,Lost,Cluster 1,2375.4517819635194,Q4 (High)
12913,2011-06-30,119,3,866.39,2,4,4,244,At Risk (High Value),Cluster 0,1811.132508936293,Q4 (High)
17092,2011-06-30,114,1,134.9,2,1,1,211,Lost,Cluster 1,1864.606178030882,Q4 (High)
16426,2011-06-30,113,1,328.37,2,2,2,222,Lost,Cluster 1,1859.20718356188,Q4 (High)
16771,2011-06-30,112,3,1639.75,2,4,5,245,At Risk (High Value),Cluster 0,1843.3109810371616,Q4 (High)
15502,2011-06-30,112,4,2640.46,2,5,5,255,At Risk (High Value),Cluster 0,4835.351410558498,Q4 (High)
13093,2011-06-30,112,8,7832.47,2,5,5,255,At Risk (High Value),Cluster 2,4078.758010080379,Q4 (High)
12939,2011-06-30,110,3,7228.32,2,4,5,245,At Risk (High Value),Cluster 0,7896.107380983205,Q4 (High)
18210,2011-06-30,104,1,142.4,2,1,1,211,Lost,Cluster 1,2772.2882844019687,Q4 (High)
17685,2011-06-30,103,5,1512.72,2,5,5,255,At Risk (High Value),Cluster 0,2295.640206683189,Q4 (High)
13869,2011-06-30,99,3,1573.16,2,4,5,245,At Risk (High Value),Cluster 0,2311.635313881781,Q4 (High)
16191,2011-06-30,99,8,2615.68,2,5,5,255,At Risk (High Value),Cluster 0,3794.297390159486,Q4 (High)
14607,2011-06-30,98,1,495.0,2,2,3,223,Lost,Cluster 1,14285.046927917172,Q4 (High)
16265,2011-06-30,97,5,2875.14,2,5,5,255,At Risk (High Value),Cluster 0,3760.0392260833737,Q4 (High)
17937,2011-06-30,94,4,3327.48,2,5,5,255,At Risk (High Value),Cluster 0,2499.3763891151784,Q4 (High)
13588,2011-06-30,92,1,113.3,2,1,1,211,Lost,Cluster 1,2827.9414569660617,Q4 (High)
14146,2011-06-30,91,2,1903.73,2,4,5,245,At Risk (High Value),Cluster 0,2450.0993068841517,Q4 (High)
13802,2011-06-30,91,2,3131.06,2,4,5,245,At Risk (High Value),Cluster 0,3174.7228336230787,Q4 (High)
14572,2011-06-30,91,3,1073.33,2,4,4,244,At Risk (High Value),Cluster 0,2390.0290904448607,Q4 (High)
17863,2011-06-30,91,3,1371.9,2,4,5,245,At Risk (High Value),Cluster 0,2339.359226997535,Q4 (High)
13137,2011-06-30,89,2,847.44,2,4,4,244,At Risk (High Value),Cluster 0,3291.7527102364747,Q4 (High)
13124,2011-06-30,89,2,2516.47,2,4,5,245,At Risk (High Value),Cluster 0,2047.8459246591824,Q4 (High)
15752,2011-06-30,86,3,1042.68,2,4,4,244,At Risk (High Value),Cluster 0,2053.095363483037,Q4 (High)
13198,2011-06-30,86,3,2087.75,2,4,5,245,At Risk (High Value),Cluster 0,2560.4886603099626,Q4 (High)
17419,2011-06-30,86,7,2045.8,2,5,5,255,At Risk (High Value),Cluster 0,3226.286012538644,Q4 (High)
15572,2011-06-30,85,3,873.54,2,4,4,244,At Risk (High Value),Cluster 0,2298.726038175047,Q4 (High)
16255,2011-06-30,83,4,1061.67,2,5,4,254,At Risk (High Value),Cluster 0,2012.654100783712,Q4 (High)
13362,2011-06-30,82,2,1581.53,2,4,5,245,At Risk (High Value),Cluster 0,2357.8951077597176,Q4 (High)
15671,2011-06-30,79,3,1033.13,2,4,4,244,At Risk (High Value),Cluster 0,2607.7158290917155,Q4 (High)
15971,2011-06-30,79,4,1081.2,2,5,4,254,At Risk (High Value),Cluster 0,3342.3862148183493,Q4 (High)
14262,2011-06-30,77,1,240.0,2,2,2,222,Lost,Cluster 1,2961.2320905684455,Q4 (High)
14834,2011-06-30,77,1,243.69,2,2,2,222,Lost,Cluster 1,1994.931632873,Q4 (High)
14482,2011-06-30,76,1,238.1,2,2,2,222,Lost,Cluster 1,2315.3653152768643,Q4 (High)
15416,2011-06-30,76,2,2274.43,2,4,5,245,At Risk (High Value),Cluster 0,2676.120304823317,Q4 (High)
17850,2011-07-31,240,34,5391.21,1,5,5,155,At Risk (High Value),Cluster 2,2667.600054127935,Q4 (High)
13680,2011-07-31,205,2,2391.59,1,4,5,145,At Risk (High Value),Cluster 0,2482.160554617943,Q4 (High)
16549,2011-07-31,202,1,119.49,1,1,1,111,Lost,Cluster 1,3491.3387765855887,Q4 (High)
15443,2011-07-31,188,1,437.71,1,2,3,123,Lost,Cluster 1,2661.1790120293585,Q4 (High)
14299,2011-07-31,186,4,1565.94,1,5,5,155,At Risk (High Value),Cluster 0,2980.4140753727434,Q4 (High)
15365,2011-07-31,183,1,208.61,1,1,2,112,Lost,Cluster 1,2049.915324971316,Q4 (High)
15808,2011-07-31,174,4,3651.27,1,5,5,155,At Risk (High Value),Cluster 0,2096.5140178164293,Q4 (High)
14639,2011-07-31,159,2,1235.13,1,4,4,144,At Risk (High Value),Cluster 0,1973.5628445487107,Q4 (High)
13851,2011-07-31,156,1,246.32,1,2,2,122,Lost,Cluster 1,2375.4517819635194,Q4 (High)
12913,2011-07-31,150,3,866.39,1,4,4,144,At Risk (High Value),Cluster 0,1811.132508936293,Q4 (High)
17092,2011-07-31,145,1,134.9,1,1,1,111,Lost,Cluster 1,1864.606178030882,Q4 (High)
16426,2011-07-31,144,1,328.37,1,2,2,122,Lost,Cluster 1,1859.20718356188,Q4 (High)
16771,2011-07-31,143,3,1639.75,1,4,5,145,At Risk (High Value),Cluster 0,1843.3109810371616,Q4 (High)
15502,2011-07-31,143,4,2640.46,1,5,5,155,At Risk (High Value),Cluster 0,4835.351410558498,Q4 (High)
13093,2011-07-31,143,8,7832.47,1,5,5,155,At Risk (High Value),Cluster 2,4078.758010080379,Q4 (High)
18210,2011-07-31,135,1,142.4,2,1,1,211,Lost,Cluster 1,2772.2882844019687,Q4 (High)
17685,2011-07-31,134,5,1512.72,2,5,5,255,At Risk (High Value),Cluster 0,2295.640206683189,Q4 (High)
13869,2011-07-31,130,3,1573.16,2,4,5,245,At Risk (High Value),Cluster 0,2311.635313881781,Q4 (High)
16191,2011-07-31,130,8,2615.68,2,5,5,255,At Risk (High Value),Cluster 0,3794.297390159486,Q4 (High)
14607,2011-07-31,129,1,495.0,2,2,3,223,Lost,Cluster 1,14285.046927917172,Q4 (High)
17937,2011-07-31,125,4,3327.48,2,5,5,255,At Risk (High Value),Cluster 0,2499.3763891151784,Q4 (High)
14146,2011-07-31,122,2,1903.73,2,4,5,245,At Risk (High Value),Cluster 0,2450.0993068841517,Q4 (High)
13124,2011-07-31,120,2,2516.47,2,4,5,245,At Risk (High Value),Cluster 0,2047.8459246591824,Q4 (High)
15572,2011-07-31,116,3,873.54,2,4,4,244,At Risk (High Value),Cluster 0,2298.726038175047,Q4 (High)
13362,2011-07-31,113,2,1581.53,2,4,5,245,At Risk (High Value),Cluster 0,2357.8951077597176,Q4 (High)
15671,2011-07-31,110,3,1033.13,2,4,4,244,At Risk (High Value),Cluster 0,2607.7158290917155,Q4 (High)
14834,2011-07-31,108,1,243.69,2,2,2,222,Lost,Cluster 1,1994.931632873,Q4 (High)
14482,2011-07-31,107,1,238.1,2,2,2,222,Lost,Cluster 1,2315.3653152768643,Q4 (High)
16905,2011-07-31,104,3,822.18,2,4,4,244,At Risk (High Value),Cluster 0,2335.7554863597725,Q4 (High)
15749,2011-07-31,103,3,44534.3,2,4,5,245,At Risk (High Value),Cluster 2,15027.532060643054,Q4 (High)
15594,2011-07-31,102,1,267.91,2,2,2,222,Lost,Cluster 1,2034.714895547347,Q4 (High)
14626,2011-07-31,101,1,586.9,2,2,3,223,Lost,Cluster 1,2703.794522817322,Q4 (High)
15984,2011-07-31,101,5,775.33,2,5,4,254,At Risk (High Value),Cluster 0,2324.4531703785988,Q4 (High)
15034,2011-07-31,100,5,2640.38,2,5,5,255,At Risk (High Value),Cluster 0,2962.9831952915974,Q4 (High)
17090,2011-07-31,95,3,649.05,2,4,3,243,At Risk (High Value),Cluster 0,1800.7942044710007,Q4 (High)
15514,2011-07-31,93,6,2501.94,2,5,5,255,At Risk (High Value),Cluster 0,2209.206506718402,Q4 (High)
15696,2011-07-31,88,6,1629.95,2,5,5,255,At Risk (High Value),Cluster 0,2187.6377502947894,Q4 (High)
14739,2011-07-31,87,3,1307.62,2,4,4,244,At Risk (High Value),Cluster 0,2675.1917377219847,Q4 (High)
13448,2011-07-31,86,4,1423.26,2,4,4,244,At Risk (High Value),Cluster 0,2509.2120778318704,Q4 (High)
13883,2011-07-31,86,4,1742.78,2,5,5,255,At Risk (High Value),Cluster 0,1987.2016512296077,Q4 (High)
18235,2011-07-31,85,1,430.46,2,2,3,223,Lost,Cluster 1,1898.8330878910756,Q4 (High)
13365,2011-07-31,85,1,700.6,2,2,4,224,Lost,Cluster 1,1928.1531004480337,Q4 (High)
16308,2011-07-31,85,2,960.0,2,4,4,244,At Risk (High Value),Cluster 0,2507.4926224073847,Q4 (High)
15117,2011-07-31,83,1,312.4,2,2,2,222,Lost,Cluster 1,1882.0592901815985,Q4 (High)
13139,2011-07-31,83,2,1170.02,2,4,4,244,At Risk (High Value),Cluster 0,4922.6851868592485,Q4 (High)
15674,2011-07-31,83,3,1044.95,2,4,4,244,At Risk (High Value),Cluster 0,2106.4924976698144,Q4 (High)
16440,2011-07-31,82,1,272.46,2,2,2,222,Lost,Cluster 1,4217.819540493843,Q4 (High)
12948,2011-07-31,82,3,886.26,2,4,4,244,At Risk (High Value),Cluster 0,2075.9162174932753,Q4 (High)
13141,2011-07-31,82,4,1401.03,2,4,4,244,At Risk (High Value),Cluster 0,1857.6455352939608,Q4 (High)
17700,2011-07-31,81,2,1125.57,2,4,4,244,At Risk (High Value),Cluster 0,2098.0053512159584,Q4 (High)
17850,2011-08-31,271,34,5391.21,1,5,5,155,At Risk (High Value),Cluster 2,2667.600054127935,Q4 (High)
13680,2011-08-31,236,2,2391.59,1,4,5,145,At Risk (High Value),Cluster 0,2482.160554617943,Q4 (High)
15365,2011-08-31,214,1,208.61,1,1,2,112,Lost,Cluster 1,2049.915324971316,Q4 (High)
15808,2011-08-31,205,4,3651.27,1,5,5,155,At Risk (High Value),Cluster 0,2096.5140178164293,Q4 (High)
15676,2011-08-31,182,1,897.8,1,2,4,124,Lost,Cluster 1,2521.655898219527,Q4 (High)
12913,2011-08-31,181,3,866.39,1,4,4,144,At Risk (High Value),Cluster 0,1811.132508936293,Q4 (High)
16426,2011-08-31,175,1,328.37,1,2,2,122,Lost,Cluster 1,1859.20718356188,Q4 (High)
16771,2011-08-31,174,3,1639.75,1,4,5,145,At Risk (High Value),Cluster 0,1843.3109810371616,Q4 (High)
13093,2011-08-31,174,8,7832.47,1,5,5,155,At Risk (High Value),Cluster 2,4078.758010080379,Q4 (High)
18210,2011-08-31,166,1,142.4,1,1,1,111,Lost,Cluster 1,2772.2882844019687,Q4 (High)
17685,2011-08-31,165,5,1512.72,1,5,4,154,At Risk (High Value),Cluster 0,2295.640206683189,Q4 (High)
16191,2011-08-31,161,8,2615.68,2,5,5,255,At Risk (High Value),Cluster 0,3794.297390159486,Q4 (High)
14607,2011-08-31,160,1,495.0,2,2,3,223,Lost,Cluster 1,14285.046927917172,Q4 (High)
15980,2011-08-31,153,1,760.18,2,2,4,224,Lost,Cluster 1,1803.89816921994,Q4 (High)
14146,2011-08-31,153,2,1903.73,2,4,5,245,At Risk (High Value),Cluster 0,2450.0993068841517,Q4 (High)
13124,2011-08-31,151,2,2516.47,2,4,5,245,At Risk (High Value),Cluster 0,2047.8459246591824,Q4 (High)
13362,2011-08-31,144,2,1581.53,2,4,5,245,At Risk (High Value),Cluster 0,2357.8951077597176,Q4 (High)
14482,2011-08-31,138,1,238.1,2,2,2,222,Lost,Cluster 1,2315.3653152768643,Q4 (High)
16905,2011-08-31,135,3,822.18,2,4,4,244,At Risk (High Value),Cluster 0,2335.7554863597725,Q4 (High)
15749,2011-08-31,134,3,44534.3,2,4,5,245,At Risk (High Value),Cluster 0,15027.532060643054,Q4 (High)
15594,2011-08-31,133,1,267.91,2,2,2,222,Lost,Cluster 1,2034.714895547347,Q4 (High)
