CustomerID,Segment,Cluster,Recency,Frequency,Monetary,predicted_clv_12m,CLV_Percentile,Risk_Multiplier,Retention_Priority_Score
16337,Potential Loyalist,Cluster 1,26,1,151.05,1036.4313408405849,54.75768143827791,0.6,32.85460886296675
14032,Loyal Customers,Cluster 0,42,2,619.42,2354.141784202059,82.13276411520654,0.4,32.85310564608262
14032,Loyal Customers,Cluster 0,47,7,2147.57,2354.141784202059,82.13276411520654,0.4,32.85310564608262
17351,Lost,Cluster 1,80,1,198.6,751.1303697799025,41.06638205760327,0.8,32.85310564608262
14032,Loyal Customers,Cluster 0,67,6,1845.37,2354.141784202059,82.13276411520654,0.4,32.85310564608262
15296,Loyal Customers,Cluster 2,40,6,3672.86,2353.632819289909,82.09518369310325,0.4,32.8380734772413
15296,Loyal Customers,Cluster 0,71,6,3672.86,2353.632819289909,82.09518369310325,0.4,32.8380734772413
16488,Potential Loyalist,Cluster 3,16,1,219.06,1035.002937684733,54.72461066682701,0.6,32.83476640009621
17637,Potential Loyalist,Cluster 3,14,1,338.95,1033.8449090449983,54.70807528110156,0.6,32.824845168660936
17637,Potential Loyalist,Cluster 1,44,1,338.95,1033.8449090449983,54.70807528110156,0.6,32.824845168660936
17637,Potential Loyalist,Cluster 1,75,1,338.95,1033.8449090449983,54.70807528110156,0.6,32.824845168660936
16928,Loyal Customers,Cluster 2,40,17,2806.75,2346.064268415358,82.05760327099993,0.4,32.82304130839997
14223,Potential Loyalist,Cluster 1,40,1,304.9,1032.8889178166237,54.685527027839576,0.6,32.811316216703744
14223,Potential Loyalist,Cluster 3,10,1,304.9,1032.8889178166237,54.685527027839576,0.6,32.811316216703744
14732,Loyal Customers,Cluster 0,48,6,1927.19,2339.4874365896226,82.02002284889663,0.4,32.808009139558656
14732,Loyal Customers,Cluster 0,29,2,673.98,2339.4874365896226,82.02002284889663,0.4,32.808009139558656
12942,At Risk (High Value),Cluster 0,91,3,675.6,610.8597221470812,32.80620527929769,1.0,32.80620527929769
18112,Lost,Cluster 1,126,1,196.64,749.7610661614913,41.00174373158559,0.8,32.80139498526847
18112,Lost,Cluster 1,95,1,196.64,749.7610661614913,41.00174373158559,0.8,32.80139498526847
17863,Loyal Customers,Cluster 0,80,6,3160.0,2339.359226997535,81.98244242679334,0.4,32.79297697071734
17863,Loyal Customers,Cluster 0,61,3,1371.9,2339.359226997535,81.98244242679334,0.4,32.79297697071734
17863,Loyal Customers,Cluster 0,49,6,3160.0,2339.359226997535,81.98244242679334,0.4,32.79297697071734
17863,Loyal Customers,Cluster 0,25,2,890.7,2339.359226997535,81.98244242679334,0.4,32.79297697071734
13396,Potential Loyalist,Cluster 1,65,1,387.27,1032.8785861459394,54.65245625638867,0.6,32.7914737538332
13396,Potential Loyalist,Cluster 1,95,1,387.27,1032.8785861459394,54.65245625638867,0.6,32.7914737538332
15877,Loyal Customers,Cluster 3,22,2,490.33,2337.424561097884,81.95989417353135,0.4,32.783957669412544
17461,Loyal Customers,Cluster 3,12,3,735.82,2337.0188111648895,81.95388130599483,0.4,32.78155252239793
17461,Loyal Customers,Cluster 0,43,3,735.82,2337.0188111648895,81.95388130599483,0.4,32.78155252239793
15654,Loyal Customers,Cluster 3,0,2,922.53,2336.9846310087037,81.9478684384583,0.4,32.779147375383324
15654,Loyal Customers,Cluster 0,30,2,922.53,2336.9846310087037,81.9478684384583,0.4,32.779147375383324
16043,Lost,Cluster 1,63,1,307.85,749.685090539333,40.973182610787084,0.8,32.77854608862967
17058,Potential Loyalist,Cluster 0,98,2,819.66,1031.815566546965,54.620888701821904,0.6,32.77253322109314
16905,Loyal Customers,Cluster 0,43,3,822.18,2335.7554863597725,81.92532018519631,0.4,32.77012807407853
16905,Loyal Customers,Cluster 0,73,3,822.18,2335.7554863597725,81.92532018519631,0.4,32.77012807407853
15232,Potential Loyalist,Cluster 3,8,1,310.36,1031.3217982410372,54.598340448559924,0.6,32.75900426913595
15232,Potential Loyalist,Cluster 0,103,2,612.06,1031.3217982410372,54.598340448559924,0.6,32.75900426913595
15232,Potential Loyalist,Cluster 0,134,2,612.06,1031.3217982410372,54.598340448559924,0.6,32.75900426913595
14691,Loyal Customers,Cluster 3,19,1,439.6,2333.2522306644246,81.89375263062955,0.4,32.75750105225182
17658,Lost,Cluster 1,110,1,317.6,748.7940699441256,40.943118273104446,0.8,32.754494618483555
17658,Lost,Cluster 1,140,1,317.6,748.7940699441256,40.943118273104446,0.8,32.754494618483555
17658,Lost,Cluster 1,171,1,317.6,748.7940699441256,40.943118273104446,0.8,32.754494618483555
16347,Loyal Customers,Cluster 0,32,2,847.45,2332.04366654965,81.87872046178822,0.4,32.75148818471529
16347,Loyal Customers,Cluster 3,1,2,847.45,2332.04366654965,81.87872046178822,0.4,32.75148818471529
14640,Loyal Customers,Cluster 0,56,4,1483.36,2331.1964349867203,81.86218507606277,0.4,32.74487403042511
14640,Loyal Customers,Cluster 3,3,1,395.75,2331.1964349867203,81.86218507606277,0.4,32.74487403042511
15110,Potential Loyalist,Cluster 1,33,1,169.65,1030.5048711957313,54.57128254464554,0.6,32.74276952678732
15110,Potential Loyalist,Cluster 3,5,1,169.65,1030.5048711957313,54.57128254464554,0.6,32.74276952678732
13323,Loyal Customers,Cluster 3,11,3,355.3,2330.13104130164,81.84264325656906,0.4,32.737057302627626
18062,Lost,Cluster 1,52,1,169.8,748.6410951925784,40.9130539354218,0.8,32.73044314833744
18062,Lost,Cluster 1,83,1,169.8,748.6410951925784,40.9130539354218,0.8,32.73044314833744
18062,Lost,Cluster 1,113,1,169.8,748.6410951925784,40.9130539354218,0.8,32.73044314833744
13632,Loyal Customers,Cluster 0,72,3,812.26,2329.153945118443,81.82310143707534,0.4,32.729240574830136
13632,Loyal Customers,Cluster 0,40,2,610.69,2329.153945118443,81.82310143707534,0.4,32.729240574830136
16496,Potential Loyalist,Cluster 0,106,2,1185.04,1029.1244493448671,54.535205339426376,0.6,32.72112320365582
16496,Potential Loyalist,Cluster 0,167,2,1185.04,1029.1244493448671,54.535205339426376,0.6,32.72112320365582
16496,Potential Loyalist,Cluster 0,136,2,1185.04,1029.1244493448671,54.535205339426376,0.6,32.72112320365582
16496,Potential Loyalist,Cluster 1,62,1,736.7,1029.1244493448671,54.535205339426376,0.6,32.72112320365582
16496,Potential Loyalist,Cluster 1,92,1,736.7,1029.1244493448671,54.535205339426376,0.6,32.72112320365582
16496,Potential Loyalist,Cluster 0,197,2,1185.04,1029.1244493448671,54.535205339426376,0.6,32.72112320365582
17469,Loyal Customers,Cluster 0,25,2,746.07,2327.4585101865414,81.79754675004509,0.4,32.71901870001803
13451,Loyal Customers,Cluster 3,21,1,359.19,2326.985484415254,81.76748241236245,0.4,32.70699296494498
13451,Loyal Customers,Cluster 0,79,3,1589.48,2326.985484415254,81.76748241236245,0.4,32.70699296494498
13451,Loyal Customers,Cluster 0,48,3,1589.48,2326.985484415254,81.76748241236245,0.4,32.70699296494498
13451,Loyal Customers,Cluster 0,55,4,2385.5,2326.985484415254,81.76748241236245,0.4,32.70699296494498
13451,Loyal Customers,Cluster 0,45,2,966.32,2326.985484415254,81.76748241236245,0.4,32.70699296494498
15841,Potential Loyalist,Cluster 1,53,1,331.6,1028.7523692488778,54.49912813420721,0.6,32.69947688052432
15841,Potential Loyalist,Cluster 0,117,2,613.26,1028.7523692488778,54.49912813420721,0.6,32.69947688052432
15841,Potential Loyalist,Cluster 0,86,2,613.26,1028.7523692488778,54.49912813420721,0.6,32.69947688052432
13911,Loyal Customers,Cluster 2,47,9,2580.91,2326.6318628215595,81.73290842402741,0.4,32.693163369610964
13911,Loyal Customers,Cluster 2,78,9,2580.91,2326.6318628215595,81.73290842402741,0.4,32.693163369610964
13911,Loyal Customers,Cluster 0,73,8,2437.63,2326.6318628215595,81.73290842402741,0.4,32.693163369610964
13456,Loyal Customers,Cluster 3,12,2,425.06,2326.285318782194,81.70434730322891,0.4,32.68173892129157
13456,Loyal Customers,Cluster 0,54,3,855.06,2326.285318782194,81.70434730322891,0.4,32.68173892129157
13456,Loyal Customers,Cluster 0,84,3,855.06,2326.285318782194,81.70434730322891,0.4,32.68173892129157
13258,Potential Loyalist,Cluster 1,42,1,198.87,1028.4676830721226,54.469063796524566,0.6,32.68143827791474
13258,Potential Loyalist,Cluster 3,12,1,198.87,1028.4676830721226,54.469063796524566,0.6,32.68143827791474
13258,Potential Loyalist,Cluster 1,73,1,198.87,1028.4676830721226,54.469063796524566,0.6,32.68143827791474
15764,Loyal Customers,Cluster 0,48,6,3279.97,2325.6170965188776,81.67728939931453,0.4,32.670915759725816
15764,Loyal Customers,Cluster 0,52,3,1694.52,2325.6170965188776,81.67728939931453,0.4,32.670915759725816
15764,Loyal Customers,Cluster 0,52,1,1120.93,2325.6170965188776,81.67728939931453,0.4,32.670915759725816
15764,Loyal Customers,Cluster 3,22,1,1120.93,2325.6170965188776,81.67728939931453,0.4,32.670915759725816
16918,Potential Loyalist,Cluster 3,4,1,275.78,1027.3356556898673,54.43899945884192,0.6,32.66339967530515
16918,Potential Loyalist,Cluster 1,32,1,275.78,1027.3356556898673,54.43899945884192,0.6,32.66339967530515
15984,Loyal Customers,Cluster 0,29,4,563.14,2324.4531703785988,81.64271541097949,0.4,32.6570861643918
15984,Loyal Customers,Cluster 0,70,5,775.33,2324.4531703785988,81.64271541097949,0.4,32.6570861643918
15984,Loyal Customers,Cluster 3,25,2,230.59,2324.4531703785988,81.64271541097949,0.4,32.6570861643918
15984,Loyal Customers,Cluster 0,61,8,2050.71,2324.4531703785988,81.64271541097949,0.4,32.6570861643918
15984,Loyal Customers,Cluster 0,40,5,775.33,2324.4531703785988,81.64271541097949,0.4,32.6570861643918
15801,Loyal Customers,Cluster 0,36,3,1063.95,2323.229503920893,81.61565750706512,0.4,32.64626300282605
15801,Loyal Customers,Cluster 0,67,3,1063.95,2323.229503920893,81.61565750706512,0.4,32.64626300282605
14014,Lost,Cluster 1,98,1,505.18,746.9069849106203,40.79880945222777,0.8,32.63904756178222
15744,Lost,Cluster 1,67,1,34.8,746.9069849106203,40.79880945222777,0.8,32.63904756178222
14652,Lost,Cluster 1,67,1,114.18,746.9069849106203,40.79880945222777,0.8,32.63904756178222
13127,Lost,Cluster 1,98,1,259.17,746.9069849106203,40.79880945222777,0.8,32.63904756178222
14652,Lost,Cluster 1,98,1,114.18,746.9069849106203,40.79880945222777,0.8,32.63904756178222
13127,Lost,Cluster 1,67,1,259.17,746.9069849106203,40.79880945222777,0.8,32.63904756178222
16485,Lost,Cluster 1,67,1,363.65,746.9069849106203,40.79880945222777,0.8,32.63904756178222
15475,Lost,Cluster 1,67,1,454.11,746.9069849106203,40.79880945222777,0.8,32.63904756178222
15475,Lost,Cluster 1,98,1,454.11,746.9069849106203,40.79880945222777,0.8,32.63904756178222
14014,Lost,Cluster 1,67,1,505.18,746.9069849106203,40.79880945222777,0.8,32.63904756178222
17480,Lost,Cluster 1,67,1,511.82,746.9069849106203,40.79880945222777,0.8,32.63904756178222
16485,Lost,Cluster 1,98,1,363.65,746.9069849106203,40.79880945222777,0.8,32.63904756178222
16978,Lost,Cluster 1,98,1,344.33,746.9069849106203,40.79880945222777,0.8,32.63904756178222
15744,Lost,Cluster 1,98,1,34.8,746.9069849106203,40.79880945222777,0.8,32.63904756178222
16978,Lost,Cluster 1,67,1,344.33,746.9069849106203,40.79880945222777,0.8,32.63904756178222
15075,Lost,Cluster 1,98,1,773.03,746.9069849106203,40.79880945222777,0.8,32.63904756178222
17480,Lost,Cluster 1,98,1,511.82,746.9069849106203,40.79880945222777,0.8,32.63904756178222
13336,Lost,Cluster 1,98,1,795.12,746.9069849106203,40.79880945222777,0.8,32.63904756178222
15978,Lost,Cluster 0,98,1,1098.78,746.9069849106203,40.79880945222777,0.8,32.63904756178222
14502,Loyal Customers,Cluster 0,41,6,1059.94,2323.214807965318,81.59010282003487,0.4,32.63604112801395
14502,Loyal Customers,Cluster 0,71,6,1059.94,2323.214807965318,81.59010282003487,0.4,32.63604112801395
14502,Loyal Customers,Cluster 0,78,7,1163.22,2323.214807965318,81.59010282003487,0.4,32.63604112801395
16686,Loyal Customers,Cluster 3,11,1,351.13,2315.764930896313,81.55252239793157,0.4,32.62100895917263
16686,Loyal Customers,Cluster 2,37,7,2959.88,2315.764930896313,81.55252239793157,0.4,32.62100895917263
16686,Loyal Customers,Cluster 0,62,4,1195.63,2315.764930896313,81.55252239793157,0.4,32.62100895917263
16686,Loyal Customers,Cluster 1,42,1,351.13,2315.764930896313,81.55252239793157,0.4,32.62100895917263
16686,Loyal Customers,Cluster 0,68,7,2959.88,2315.764930896313,81.55252239793157,0.4,32.62100895917263
14419,Potential Loyalist,Cluster 1,151,2,307.14,1026.7564292479008,54.36233539775118,0.6,32.61740123865071
14419,Potential Loyalist,Cluster 3,20,1,124.1,1026.7564292479008,54.36233539775118,0.6,32.61740123865071
14419,Potential Loyalist,Cluster 1,89,2,307.14,1026.7564292479008,54.36233539775118,0.6,32.61740123865071
14419,Potential Loyalist,Cluster 1,120,2,307.14,1026.7564292479008,54.36233539775118,0.6,32.61740123865071
14482,Loyal Customers,Cluster 3,28,2,465.95,2315.3653152768643,81.51945162648066,0.4,32.60778065059227
14450,At Risk (High Value),Cluster 0,140,3,483.25,608.8992601988122,32.60627743370814,1.0,32.60627743370814
14450,At Risk (High Value),Cluster 0,109,3,483.25,608.8992601988122,32.60627743370814,1.0,32.60627743370814
16316,Loyal Customers,Cluster 0,85,8,2938.91,2315.042909413625,81.48638085502976,0.4,32.59455234201191
16316,Loyal Customers,Cluster 2,54,8,2938.91,2315.042909413625,81.48638085502976,0.4,32.59455234201191
16316,Loyal Customers,Cluster 0,51,4,1148.97,2315.042909413625,81.48638085502976,0.4,32.59455234201191
16316,Loyal Customers,Cluster 0,86,7,2212.81,2315.042909413625,81.48638085502976,0.4,32.59455234201191
16316,Loyal Customers,Cluster 0,56,7,2212.81,2315.042909413625,81.48638085502976,0.4,32.59455234201191
16316,Loyal Customers,Cluster 3,14,1,308.22,2315.042909413625,81.48638085502976,0.4,32.59455234201191
18104,Potential Loyalist,Cluster 3,27,1,754.64,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
15576,Potential Loyalist,Cluster 3,27,1,921.37,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
18104,Potential Loyalist,Cluster 1,58,1,754.64,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
18105,Potential Loyalist,Cluster 1,27,1,113.48,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
15576,Potential Loyalist,Cluster 0,58,1,921.37,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
17947,Potential Loyalist,Cluster 1,27,1,176.68,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
15275,Potential Loyalist,Cluster 1,58,1,615.14,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
14528,Potential Loyalist,Cluster 1,58,1,364.22,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
13271,Potential Loyalist,Cluster 1,58,1,211.49,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
17947,Potential Loyalist,Cluster 1,58,1,176.68,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
18105,Potential Loyalist,Cluster 1,58,1,113.48,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
15830,Potential Loyalist,Cluster 1,58,1,576.0,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
14974,Potential Loyalist,Cluster 1,58,1,89.94,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
13271,Potential Loyalist,Cluster 1,27,1,211.49,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
14528,Potential Loyalist,Cluster 3,27,1,364.22,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
18164,Potential Loyalist,Cluster 3,27,1,399.65,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
15830,Potential Loyalist,Cluster 3,27,1,576.0,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
18164,Potential Loyalist,Cluster 1,58,1,399.65,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
15275,Potential Loyalist,Cluster 3,27,1,615.14,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
14974,Potential Loyalist,Cluster 1,27,1,89.94,1026.7236267328306,54.30972280680657,0.6,32.58583368408394
15478,Loyal Customers,Cluster 3,0,2,1399.92,2314.8851682028135,81.46232938488365,0.4,32.58493175395346
15478,Loyal Customers,Cluster 0,30,2,1399.92,2314.8851682028135,81.46232938488365,0.4,32.58493175395346
15478,Loyal Customers,Cluster 0,61,2,1399.92,2314.8851682028135,81.46232938488365,0.4,32.58493175395346
17664,Lost,Cluster 1,141,1,326.19,746.7818039038035,40.7206421742529,0.8,32.57651373940232
17664,Lost,Cluster 1,172,1,326.19,746.7818039038035,40.7206421742529,0.8,32.57651373940232
17664,Lost,Cluster 1,111,1,326.19,746.7818039038035,40.7206421742529,0.8,32.57651373940232
13869,Loyal Customers,Cluster 0,52,4,3083.65,2311.635313881781,81.43827791473754,0.4,32.575311165895016
13869,Loyal Customers,Cluster 3,13,1,323.62,2311.635313881781,81.43827791473754,0.4,32.575311165895016
13869,Loyal Customers,Cluster 0,28,2,886.01,2311.635313881781,81.43827791473754,0.4,32.575311165895016
13869,Loyal Customers,Cluster 0,38,3,1573.16,2311.635313881781,81.43827791473754,0.4,32.575311165895016
13077,At Risk (High Value),Cluster 0,158,3,576.19,608.3950624707163,32.56869701160483,1.0,32.56869701160483
13077,At Risk (High Value),Cluster 0,250,3,576.19,608.3950624707163,32.56869701160483,1.0,32.56869701160483
13077,At Risk (High Value),Cluster 0,97,3,576.19,608.3950624707163,32.56869701160483,1.0,32.56869701160483
13077,At Risk (High Value),Cluster 0,219,3,576.19,608.3950624707163,32.56869701160483,1.0,32.56869701160483
13077,At Risk (High Value),Cluster 0,66,3,576.19,608.3950624707163,32.56869701160483,1.0,32.56869701160483
13077,At Risk (High Value),Cluster 0,189,3,576.19,608.3950624707163,32.56869701160483,1.0,32.56869701160483
13077,At Risk (High Value),Cluster 0,127,3,576.19,608.3950624707163,32.56869701160483,1.0,32.56869701160483
14530,Loyal Customers,Cluster 3,11,1,662.86,2311.3643315770264,81.40220070951837,0.4,32.56088028380735
14530,Loyal Customers,Cluster 0,53,3,1497.04,2311.3643315770264,81.40220070951837,0.4,32.56088028380735
14530,Loyal Customers,Cluster 0,38,2,1083.11,2311.3643315770264,81.40220070951837,0.4,32.56088028380735
14530,Loyal Customers,Cluster 0,53,5,2482.32,2311.3643315770264,81.40220070951837,0.4,32.56088028380735
13892,Potential Loyalist,Cluster 1,22,1,54.52,1026.3726604556578,54.26312308339847,0.6,32.55787385003908
13892,Potential Loyalist,Cluster 1,53,1,54.52,1026.3726604556578,54.26312308339847,0.6,32.55787385003908
14515,Loyal Customers,Cluster 0,90,2,765.65,2306.937452816581,81.35860741987854,0.4,32.543442967951414
14515,Loyal Customers,Cluster 0,59,2,765.65,2306.937452816581,81.35860741987854,0.4,32.543442967951414
16085,Potential Loyalist,Cluster 1,135,2,325.04,1025.4037711859407,54.2315555288317,0.6,32.53893331729902
16085,Potential Loyalist,Cluster 3,7,1,181.35,1025.4037711859407,54.2315555288317,0.6,32.53893331729902
16085,Potential Loyalist,Cluster 1,104,2,325.04,1025.4037711859407,54.2315555288317,0.6,32.53893331729902
16085,Potential Loyalist,Cluster 1,35,1,181.35,1025.4037711859407,54.2315555288317,0.6,32.53893331729902
17101,Loyal Customers,Cluster 3,11,2,899.73,2305.6581883194303,81.33605916661656,0.4,32.534423666646624
14535,Loyal Customers,Cluster 0,81,3,2854.84,2302.3708786214233,81.31200769647045,0.4,32.52480307858818
14535,Loyal Customers,Cluster 0,55,1,852.87,2302.3708786214233,81.31200769647045,0.4,32.52480307858818
14535,Loyal Customers,Cluster 0,56,2,1652.81,2302.3708786214233,81.31200769647045,0.4,32.52480307858818
14535,Loyal Customers,Cluster 0,50,3,2854.84,2302.3708786214233,81.31200769647045,0.4,32.52480307858818
14535,Loyal Customers,Cluster 3,24,1,852.87,2302.3708786214233,81.31200769647045,0.4,32.52480307858818
17695,Potential Loyalist,Cluster 0,121,2,765.34,1023.8675697554664,54.20299440803319,0.6,32.521796644819915
17695,Potential Loyalist,Cluster 3,8,1,353.6,1023.8675697554664,54.20299440803319,0.6,32.521796644819915
17695,Potential Loyalist,Cluster 0,152,2,765.34,1023.8675697554664,54.20299440803319,0.6,32.521796644819915
17695,Potential Loyalist,Cluster 0,91,2,765.34,1023.8675697554664,54.20299440803319,0.6,32.521796644819915
13040,Loyal Customers,Cluster 0,29,2,676.99,2301.4984870140834,81.295472310745,0.4,32.518188924298
16813,Loyal Customers,Cluster 2,40,9,1503.64,2301.2740170688407,81.28044014190368,0.4,32.512176056761476
15855,Potential Loyalist,Cluster 3,9,1,95.8,1023.6889650240378,54.177439721002955,0.6,32.506463832601774
14539,Loyal Customers,Cluster 0,36,2,537.48,2300.0671407287573,81.26390475617822,0.4,32.50556190247129
14539,Loyal Customers,Cluster 3,5,2,537.48,2300.0671407287573,81.26390475617822,0.4,32.50556190247129
13311,Lost,Cluster 1,110,1,490.11,744.845749935089,40.627442727436716,0.8,32.50195418194937
13311,Lost,Cluster 1,140,1,490.11,744.845749935089,40.627442727436716,0.8,32.50195418194937
15572,Loyal Customers,Cluster 0,55,3,873.54,2298.726038175047,81.2443629366845,0.4,32.4977451746738
15572,Loyal Customers,Cluster 0,69,4,1552.79,2298.726038175047,81.2443629366845,0.4,32.4977451746738
16225,Potential Loyalist,Cluster 1,84,2,416.61,1023.320791599123,54.14737538332031,0.6,32.48842522999218
17685,Loyal Customers,Cluster 0,42,5,1512.72,2295.640206683189,81.20978894834947,0.4,32.48391557933979
17685,Loyal Customers,Cluster 0,48,6,2763.43,2295.640206683189,81.20978894834947,0.4,32.48391557933979
13784,Loyal Customers,Cluster 0,27,4,426.39,2292.2987698351226,81.17220852624617,0.4,32.46888341049847
13784,Loyal Customers,Cluster 3,26,3,329.64,2292.2987698351226,81.17220852624617,0.4,32.46888341049847
16966,Loyal Customers,Cluster 0,69,4,1486.56,2290.8043858042247,81.14064097167939,0.4,32.456256388671754
16966,Loyal Customers,Cluster 3,16,1,409.2,2290.8043858042247,81.14064097167939,0.4,32.456256388671754
14193,Lost,Cluster 1,106,1,422.54,744.6317271532539,40.56430761830317,0.8,32.451446094642534
14193,Lost,Cluster 1,137,1,422.54,744.6317271532539,40.56430761830317,0.8,32.451446094642534
14193,Lost,Cluster 1,76,1,422.54,744.6317271532539,40.56430761830317,0.8,32.451446094642534
14193,Lost,Cluster 1,198,1,422.54,744.6317271532539,40.56430761830317,0.8,32.451446094642534
14193,Lost,Cluster 1,168,1,422.54,744.6317271532539,40.56430761830317,0.8,32.451446094642534
14788,Loyal Customers,Cluster 0,28,2,679.44,2289.669957396281,81.12410558595394,0.4,32.44964223438158
16750,Potential Loyalist,Cluster 1,69,1,118.7,1020.413152187367,54.07973062353436,0.6,32.447838374120614
16750,Potential Loyalist,Cluster 3,8,1,118.7,1020.413152187367,54.07973062353436,0.6,32.447838374120614
16750,Potential Loyalist,Cluster 1,39,1,118.7,1020.413152187367,54.07973062353436,0.6,32.447838374120614
17232,Loyal Customers,Cluster 3,23,2,417.77,2285.6471621136566,81.11809271841742,0.4,32.447237087366965
14315,Loyal Customers,Cluster 0,58,5,1550.15,2284.0149147528527,81.10005411580784,0.4,32.44002164632314
14315,Loyal Customers,Cluster 1,42,1,530.4,2284.0149147528527,81.10005411580784,0.4,32.44002164632314
14315,Loyal Customers,Cluster 0,65,6,2481.13,2284.0149147528527,81.10005411580784,0.4,32.44002164632314
14315,Loyal Customers,Cluster 2,34,6,2481.13,2284.0149147528527,81.10005411580784,0.4,32.44002164632314
14315,Loyal Customers,Cluster 3,12,1,530.4,2284.0149147528527,81.10005411580784,0.4,32.44002164632314
15036,Potential Loyalist,Cluster 0,93,3,429.56,1019.6598117864986,54.05567915338825,0.6,32.43340749203295
16942,Loyal Customers,Cluster 0,65,7,1439.44,2283.2083764499716,81.07149299500932,0.4,32.42859719800373
17198,At Risk (High Value),Cluster 0,52,2,521.66,605.381078764129,32.42739462449642,1.0,32.42739462449642
17198,At Risk (High Value),Cluster 0,80,2,521.66,605.381078764129,32.42739462449642,1.0,32.42739462449642
17198,At Risk (High Value),Cluster 1,111,2,521.66,605.381078764129,32.42739462449642,1.0,32.42739462449642
17198,At Risk (High Value),Cluster 1,141,2,521.66,605.381078764129,32.42739462449642,1.0,32.42739462449642
16122,Lost,Cluster 1,22,1,105.72,743.771342495905,40.529733629968135,0.8,32.42378690397451
13115,Loyal Customers,Cluster 0,52,1,878.55,2281.2194495768963,81.0474415248632,0.4,32.41897660994528
13115,Loyal Customers,Cluster 3,21,1,878.55,2281.2194495768963,81.0474415248632,0.4,32.41897660994528
13662,Potential Loyalist,Cluster 0,106,3,881.26,1019.49394471604,54.03012446635801,0.6,32.41807467981481
13662,Potential Loyalist,Cluster 1,111,2,516.44,1019.49394471604,54.03012446635801,0.6,32.41807467981481
13662,Potential Loyalist,Cluster 3,5,1,227.7,1019.49394471604,54.03012446635801,0.6,32.41807467981481
13662,Potential Loyalist,Cluster 1,35,1,227.7,1019.49394471604,54.03012446635801,0.6,32.41807467981481
17835,Loyal Customers,Cluster 3,23,3,342.24,2279.2829667575543,81.03391257290602,0.4,32.413565029162406
16811,Loyal Customers,Cluster 3,25,2,547.07,2278.036036473568,81.02789970536949,0.4,32.4111598821478
14239,Loyal Customers,Cluster 2,33,11,2380.85,2277.9143309453234,81.00685466899165,0.4,32.40274186759666
14239,Loyal Customers,Cluster 0,68,6,1295.04,2277.9143309453234,81.00685466899165,0.4,32.40274186759666
14239,Loyal Customers,Cluster 2,64,11,2380.85,2277.9143309453234,81.00685466899165,0.4,32.40274186759666
14239,Loyal Customers,Cluster 0,28,3,795.48,2277.9143309453234,81.00685466899165,0.4,32.40274186759666
14211,Loyal Customers,Cluster 2,43,9,2241.1,2277.876057164594,80.97228068065661,0.4,32.388912272262644
14211,Loyal Customers,Cluster 0,44,5,909.89,2277.876057164594,80.97228068065661,0.4,32.388912272262644
14211,Loyal Customers,Cluster 0,75,5,909.89,2277.876057164594,80.97228068065661,0.4,32.388912272262644
14211,Loyal Customers,Cluster 3,30,2,465.1,2277.876057164594,80.97228068065661,0.4,32.388912272262644
14211,Loyal Customers,Cluster 2,74,9,2241.1,2277.876057164594,80.97228068065661,0.4,32.388912272262644
16940,Loyal Customers,Cluster 3,4,1,757.68,2277.5065791543348,80.9392099092057,0.4,32.375683963682285
16940,Loyal Customers,Cluster 0,73,3,3049.88,2277.5065791543348,80.9392099092057,0.4,32.375683963682285
16940,Loyal Customers,Cluster 0,68,2,1868.36,2277.5065791543348,80.9392099092057,0.4,32.375683963682285
16940,Loyal Customers,Cluster 3,35,1,757.68,2277.5065791543348,80.9392099092057,0.4,32.375683963682285
16940,Loyal Customers,Cluster 0,42,3,3049.88,2277.5065791543348,80.9392099092057,0.4,32.375683963682285
18136,Lost,Cluster 1,95,1,288.99,742.9292732179209,40.45908243641392,0.8,32.36726594913114
18136,Lost,Cluster 1,65,1,288.99,742.9292732179209,40.45908243641392,0.8,32.36726594913114
13394,Loyal Customers,Cluster 0,43,2,634.18,2276.9807021448596,80.90613913775479,0.4,32.36245565510192
13394,Loyal Customers,Cluster 0,51,3,935.33,2276.9807021448596,80.90613913775479,0.4,32.36245565510192
13394,Loyal Customers,Cluster 2,43,7,2217.92,2276.9807021448596,80.90613913775479,0.4,32.36245565510192
16121,Potential Loyalist,Cluster 1,52,1,285.94,1018.8177057957504,53.924899284468765,0.6,32.35493957068126
